2090,0.529117
2093,0.531772
2094,0.532659
2095,0.533547
2096,0.534436
2097,0.535326
2100,0.538000
2101,0.538894
2102,0.539788
2103,0.540684
2104,0.541580
2105,0.542477
2106,0.543375
2109,0.546075
2110,0.546976
2111,0.547879
2112,0.548783
2113,0.549687
2114,0.550593
2115,0.551499
2116,0.552406
2118,0.554224
2119,0.555134
2120,0.556045
2121,0.556957
2122,0.557870
2123,0.558783
2124,0.559698
2125,0.560614
2128,0.563367
2129,0.564286
2130,0.565206
2131,0.566128
2132,0.567050
2133,0.567973
2134,0.568897
2137,0.571675
2138,0.572603
2139,0.573532
2140,0.574462
2141,0.575392
2142,0.576324
2143,0.577256
2146,0.580060
2147,0.580996
2148,0.581933
2149,0.582872
2150,0.583811
2151,0.584751
2152,0.585692
2153,0.586634
2156,0.589466
2157,0.590412
2158,0.591358
2159,0.592306
2160,0.593255
2161,0.594204
2162,0.595155
2165,0.598012
2166,0.598967
2167,0.599922
2168,0.600878
2169,0.601835
2170,0.602794
2171,0.603753
2174,0.606636
2175,0.607599
2176,0.608563
2177,0.609528
2178,0.610493
2179,0.611460
2180,0.612428
2181,0.613397
2182,0.614366
2183,0.615337
2184,0.616308
2185,0.617281
2188,0.620204
2189,0.621181
2190,0.622158
2191,0.623137
2192,0.624116
2193,0.625096
2194,0.626077
2195,0.627060
2198,0.630012
2199,0.630998
2200,0.631985
2201,0.632973
2202,0.633962
2203,0.634952
2204,0.635943
2207,0.638921
2208,0.639916
2209,0.640912
2210,0.641909
2211,0.642906
2214,0.645905
2215,0.646907
2216,0.647910
2217,0.648913
2218,0.649918
2219,0.650923
2220,0.651930
2221,0.652937
2224,0.655966
2225,0.656977
2226,0.657989
2227,0.659003
2228,0.660017
2229,0.661032
2230,0.662049
2233,0.665104
2234,0.666124
2235,0.667145
2236,0.668167
2237,0.669191
2238,0.670215
2239,0.671240
2242,0.674321
2243,0.675351
2244,0.676381
2245,0.677412
2246,0.678444
2247,0.679477
2248,0.680511
2249,0.681546
2252,0.684657
2253,0.685697
2254,0.686737
2255,0.687778
2256,0.688820
2257,0.689863
2258,0.690907
2261,0.694045
2262,0.695093
2263,0.696142
2264,0.697192
2265,0.698243
2266,0.699295
2267,0.700348
2270,0.703513
2271,0.704570
2272,0.705628
2273,0.706687
2274,0.707747
2275,0.708808
2276,0.709870
2277,0.710933
2279,0.713063
2280,0.714129
2281,0.715196
2282,0.716264
2283,0.717333
2284,0.718403
2285,0.719474
2286,0.720546
2289,0.723769
2290,0.724845
2291,0.725922
2292,0.727000
2293,0.728079
2294,0.729160
2295,0.730241
2296,0.731323
2299,0.734576
2300,0.735662
2301,0.736750
2302,0.737838
2303,0.738927
2304,0.740018
2305,0.741109
2308,0.744390
2309,0.745485
2310,0.746582
2311,0.747679
2312,0.748778
2313,0.749877
2314,0.750978
2315,0.752079
2318,0.755390
2319,0.756496
2320,0.757603
2321,0.758711
2322,0.759819
2323,0.760929
2324,0.762040
2325,0.763152
2328,0.766494
2329,0.767610
2330,0.768727
2331,0.769845
2332,0.770964
2333,0.772084
2334,0.773205
2335,0.774327
2338,0.777700
2339,0.778827
2340,0.779954
2341,0.781082
2342,0.782212
2343,0.783342
2344,0.784474
2347,0.787874
2348,0.789010
2349,0.790147
2350,0.791285
2351,0.792423
2352,0.793563
2353,0.794704
2354,0.795846
2357,0.799278
2358,0.800424
2359,0.801571
2360,0.802719
2361,0.803869
2362,0.805019
2363,0.806170
2366,0.809630
2367,0.810786
2368,0.811942
2369,0.813100
2370,0.814259
2371,0.815418
2372,0.816579
2373,0.817741
2376,0.821233
2377,0.822399
2378,0.823566
2379,0.824734
2380,0.825903
2381,0.827073
2382,0.828244
2385,0.831765
2386,0.832940
2387,0.834117
2388,0.835294
2389,0.836473
2390,0.837653
2391,0.838833
2392,0.840015
2395,0.843567
2396,0.844753
2397,0.845941
2398,0.847129
2399,0.848318
2400,0.849508
2401,0.850700
2404,0.854281
2405,0.855476
2406,0.856673
2407,0.857871
2408,0.859070
2409,0.860270
2410,0.861471
2411,0.862673
2414,0.866285
2415,0.867492
2416,0.868699
2417,0.869908
2418,0.871117
2419,0.872328
2420,0.873540
2423,0.877181
2424,0.878398
2425,0.879615
2426,0.880833
2427,0.882052
2428,0.883272
2429,0.884494
2432,0.888165
2433,0.889390
2434,0.890617
2435,0.891845
2436,0.893074
2437,0.894304
2438,0.895535
2439,0.896767
2442,0.900471
2443,0.901707
2444,0.902945
2445,0.904184
2446,0.905423
2447,0.906664
2448,0.907906
2451,0.911639
2452,0.912885
2453,0.914133
2454,0.915381
2455,0.916631
2456,0.917881
2457,0.919133
2460,0.922895
2461,0.924151
2462,0.925409
2463,0.926667
2464,0.927926
2465,0.929187
2466,0.930449
2467,0.931711
2470,0.935506
2471,0.936773
2472,0.938041
2473,0.939311
2474,0.940581
2475,0.941853
2476,0.943125
2479,0.946950
2480,0.948227
2481,0.949505
2482,0.950784
2483,0.952064
2484,0.953346
2485,0.954628
2488,0.958483
2489,0.959770
2490,0.961058
2491,0.962347
2492,0.963637
2493,0.964928
2494,0.966221
2495,0.967515
2498,0.971402
2499,0.972700
2500,0.973999
2501,0.975300
2502,0.976601
2503,0.977903
2504,0.979207
2507,0.983125
2508,0.984433
2509,0.985742
2510,0.987052
2511,0.988364
2512,0.989676
2513,0.990990
2514,0.992305
