4,0.205491
5,0.205498
6,0.205505
10,0.205533
11,0.205539
12,0.205546
13,0.205553
14,0.205559
15,0.205566
16,0.205572
19,0.205591
20,0.205597
21,0.205603
22,0.205609
28,0.205643
29,0.205648
30,0.205653
31,0.205659
34,0.205674
35,0.205679
36,0.205684
37,0.205689
38,0.205694
39,0.205699
40,0.205703
43,0.205717
44,0.205721
45,0.205726
46,0.205730
47,0.205734
48,0.205739
49,0.205743
50,0.205747
53,0.205759
54,0.205763
55,0.205767
56,0.205770
57,0.205774
58,0.205778
59,0.205781
60,0.205785
63,0.205795
64,0.205798
65,0.205802
66,0.205805
67,0.205808
68,0.205811
69,0.205814
70,0.205817
73,0.205826
74,0.205829
75,0.205832
76,0.205835
77,0.205837
78,0.205840
79,0.205842
82,0.205850
83,0.205853
84,0.205855
85,0.205857
86,0.205860
87,0.205862
88,0.205864
89,0.205866
92,0.205873
93,0.205875
94,0.205877
95,0.205879
96,0.205881
97,0.205882
98,0.205884
101,0.205890
102,0.205891
103,0.205893
104,0.205895
105,0.205896
106,0.205898
107,0.205900
108,0.205901
110,0.205904
111,0.205905
112,0.205907
113,0.205908
114,0.205910
115,0.205911
116,0.205912
117,0.205914
120,0.205917
121,0.205918
122,0.205920
123,0.205921
124,0.205922
125,0.205923
126,0.205924
129,0.205927
130,0.205928
131,0.205929
132,0.205930
133,0.205931
134,0.205932
135,0.205933
136,0.205933
138,0.205935
139,0.205936
140,0.205937
141,0.205937
142,0.205938
143,0.205939
144,0.205940
145,0.205940
148,0.205943
149,0.205943
150,0.205944
151,0.205945
152,0.205945
153,0.205946
154,0.205947
157,0.205948
158,0.205949
159,0.205950
160,0.205950
161,0.205951
162,0.205951
163,0.205952
166,0.205954
167,0.205954
168,0.205955
169,0.205955
170,0.205956
171,0.205956
172,0.205957
175,0.205959
176,0.205959
177,0.205960
178,0.205960
179,0.205961
180,0.205961
181,0.205962
184,0.205964
185,0.205964
186,0.205965
187,0.205966
194,0.205970
195,0.205971
196,0.205971
197,0.205972
198,0.205973
200,0.205974
203,0.205977
207,0.205980
208,0.205981
213,0.205985
214,0.205986
215,0.205987
217,0.205989
224,0.205997
225,0.205998
226,0.206000
227,0.206001
228,0.206002
231,0.206006
232,0.206008
233,0.206009
234,0.206011
235,0.206012
236,0.206014
237,0.206015
240,0.206020
241,0.206022
242,0.206024
243,0.206025
244,0.206027
245,0.206029
246,0.206031
247,0.206033
250,0.206039
251,0.206041
252,0.206043
253,0.206045
254,0.206047
255,0.206049
256,0.206051
259,0.206058
260,0.206061
261,0.206063
262,0.206066
263,0.206068
264,0.206071
265,0.206073
266,0.206076
269,0.206084
270,0.206087
271,0.206090
272,0.206093
273,0.206096
274,0.206099
275,0.206102
276,0.206105
279,0.206115
280,0.206118
281,0.206122
282,0.206125
283,0.206128
284,0.206132
285,0.206136
286,0.206139
