2551,0.686865
2552,0.688699
2553,0.690534
2556,0.696048
2557,0.697888
2558,0.699729
2559,0.701571
2560,0.703415
2561,0.705259
2562,0.707105
2563,0.708952
2564,0.710800
2567,0.716351
2568,0.718203
2569,0.720057
2570,0.721912
2571,0.723768
2572,0.725625
2573,0.727484
2574,0.729343
2575,0.731204
2576,0.733065
2579,0.738658
2580,0.740524
2581,0.742391
2582,0.744260
2583,0.746130
2584,0.748001
2585,0.749873
2586,0.751746
2587,0.753621
2590,0.759251
2591,0.761130
2592,0.763010
2593,0.764891
2594,0.766774
2595,0.768658
2596,0.770542
2597,0.772428
2598,0.774316
2599,0.776204
2602,0.781876
2603,0.783769
2604,0.785663
2605,0.787558
2606,0.789454
2607,0.791352
2608,0.793251
2609,0.795151
2610,0.797052
2613,0.802762
2614,0.804668
2615,0.806575
2616,0.808483
2617,0.810392
2618,0.812302
2619,0.814214
2620,0.816127
2621,0.818040
2622,0.819956
2625,0.825708
2626,0.827628
2627,0.829548
2628,0.831471
2629,0.833394
2630,0.835318
2631,0.837244
2632,0.839171
2633,0.841099
2636,0.846890
2637,0.848822
2638,0.850756
2639,0.852691
2640,0.854627
2641,0.856565
2642,0.858503
2643,0.860443
2644,0.862384
2645,0.864326
2648,0.870160
2649,0.872106
2650,0.874054
2651,0.876004
2652,0.877954
2653,0.879906
2654,0.881858
2655,0.883812
2656,0.885767
2659,0.891640
2660,0.893600
2661,0.895561
2662,0.897523
2663,0.899487
2664,0.901451
2665,0.903417
2666,0.905384
2667,0.907352
2668,0.909322
2669,0.911292
2670,0.913264
2671,0.915237
2672,0.917211
2676,0.925120
2677,0.927100
2678,0.929081
2679,0.931064
2680,0.933048
2681,0.935032
2682,0.937019
2683,0.939006
2684,0.940994
2685,0.942984
2686,0.944975
2687,0.946967
2688,0.948961
2689,0.950955
2693,0.958945
2694,0.960946
2695,0.962947
2696,0.964950
2697,0.966955
2698,0.968960
2699,0.970967
2700,0.972974
2701,0.974983
2702,0.976993
2708,0.989080
2709,0.991099
2710,0.993119
2711,0.995140
2712,0.997162
2713,0.999185
2714,1.001210
2715,1.003236
2716,1.005263
2719,1.011352
2720,1.013384
2721,1.015417
2722,1.017452
2723,1.019487
2724,1.021524
2725,1.023562
2726,1.025602
2727,1.027642
2730,1.033771
2731,1.035816
2732,1.037863
2733,1.039911
