时间序号,归一化流量,归一化液位,归一化设备性能,归一化温度,设备前端可能的影响因素1,设备前端可能的影响因素2,设备前端可能的影响因素3
2111,0.76753475,0.969415408,0.248513232,0.851375927,0.67063965,0.448790896,0.113803498
2112,0.76785429,0.969673506,0.24769551,0.855184363,0.672626142,0.444523471,0.116644384
2113,0.791979549,0.969673506,0.246952126,0.857088581,0.678982916,0.464438122,0.10778744
2114,0.005112638,0.973544974,0.312369908,0.858326171,0.6829559,0.458748222,0.114639042
2115,0.017095383,0.97393212,0.310139756,0.859087858,0.68533969,0.450213371,0.120320845
2116,0.809074932,0.970834946,0.246134404,0.854993942,0.693285658,0.525604552,0.119318174
2117,0.795654258,0.970189702,0.246803509,0.856707738,0.693285658,0.460170697,0.123161731
2118,0.792938169,0.970189702,0.24769551,0.854708156,0.696066746,0.454125178,0.128342245
2119,0.777600256,0.968899213,0.247175201,0.853375204,0.699245133,0.230085349,0.193850277
2120,0.777120946,0.968770164,0.246654773,0.851090142,0.70242352,0.467283073,0.132854311
2121,0.780795654,0.968899213,0.247175201,0.84880508,0.705204609,0.470128023,0.133522728
2122,0.788943921,0.967866822,0.247175201,0.847281706,0.707985697,0.467283073,0.137032123
2123,0.025083879,0.969157311,0.311254832,0.844806222,0.709574891,0.481507824,0.134024079
2124,0.024444799,0.972641631,0.313113292,0.841093149,0.711958681,0.482219061,0.134859653
2125,0.795654258,0.972254484,0.246506096,0.83928399,0.713945173,0.497510669,0.131517385
2126,0.806039303,0.969544457,0.244201665,0.839474411,0.709177592,0.491465149,0.132185802
2127,0.792299089,0.968899213,0.244350282,0.838998509,0.706793802,0.489687055,0.134358272
2128,0.792299089,0.968899213,0.24583705,0.841093149,0.713547874,0.44772404,0.151403743
2129,0.79150024,0.968770164,0.244127327,0.842902004,0.727056019,0.407894737,0.164271371
2130,0.79022208,0.968899213,0.244870711,0.845092007,0.735001986,0.362731152,0.182319544
2131,0.787825531,0.968899213,0.245762712,0.846615382,0.742153357,0.311522048,0.202205901
2132,0.787985301,0.968770164,0.244945049,0.847852971,0.748510131,0.264935989,0.217413126
2133,0.013580444,0.971480191,0.311552203,0.852328036,0.740564164,0.236130868,0.225267399
2134,0.007509187,0.973544974,0.312518638,0.856231531,0.732220898,0.277738265,0.213235314
2135,0.815146189,0.971480191,0.243606899,0.859468702,0.728247914,0.323613087,0.197860962
2136,0.799968046,0.969673506,0.244647636,0.863943767,0.72427493,0.362375533,0.191176488
2137,0.772966928,0.969028262,0.244647636,0.865752622,0.725069527,0.38371266,0.183489281
2138,0.795494488,0.968899213,0.244870711,0.864038825,0.725864124,0.408605974,0.175635008
2139,0.79070139,0.969157311,0.246357478,0.863277138,0.727850616,0.420697013,0.17663771
2140,0.781754274,0.969028262,0.245688433,0.862134607,0.729837108,0.428876245,0.179645723
2141,0.777280716,0.968770164,0.24539102,0.859944909,0.732220898,0.448079659,0.173462539
2142,0.789583,0.968641115,0.245465358,0.860325752,0.735001986,0.446657183,0.18248661
2143,0.024444799,0.971867338,0.3127416,0.859754487,0.738577672,0.445234708,0.188502667
2144,0.004313788,0.973157827,0.313336343,0.857374062,0.74135876,0.337482219,0.291443879
2145,0.79181978,0.970060653,0.242714897,0.854517735,0.743345252,0.459459459,0.188502667
2146,0.776162326,0.96928636,0.244350282,0.851280564,0.745331744,0.46230441,0.186664422
2147,0.793896789,0.968899213,0.244127327,0.846996225,0.746920938,0.415007112,0.246991971
2148,0.776481866,0.968899213,0.244275944,0.84223568,0.745729043,0.471550498,0.182820864
2149,0.765777281,0.968899213,0.244647636,0.839379353,0.746920938,0.462660028,0.185828878
2150,0.76849337,0.968770164,0.244796313,0.836713447,0.744934446,0.460526316,0.189338273
2151,0.76721521,0.968770164,0.243681237,0.835380495,0.746523639,0.45625889,0.189505338
2152,0.768972679,0.968899213,0.244870711,0.836046819,0.754072308,0.410384068,0.205213915
2153,0.012142515,0.972383533,0.313113292,0.836523026,0.761620977,0.362019915,0.222426451
2154,0.026841348,0.973028778,0.313484984,0.836142182,0.765196663,0.308321479,0.235795492
2155,0.806838153,0.969931604,0.242268867,0.835570917,0.767580453,0.266002845,0.247493353
2156,0.777440486,0.969415408,0.242194469,0.835761338,0.767977751,0.21799431,0.258522705
2157,0.794056559,0.968770164,0.242120131,0.835856397,0.767580453,0.182788051,0.269050798
2158,0.76705544,0.968770164,0.243160868,0.837380076,0.763607469,0.178520626,0.267713934
2159,0.788624381,0.969028262,0.242863515,0.838141459,0.757250695,0.227951636,0.255681849
2160,0.787985301,0.968899213,0.243904252,0.837570193,0.75367501,0.288406828,0.237466611
2161,0.79054162,0.969028262,0.243160868,0.837570193,0.750893921,0.342105263,0.222092319
2162,0.016296533,0.970705898,0.311923895,0.836808506,0.749304728,0.36628734,0.216410394
2163,0.006390797,0.972641631,0.313113292,0.83595176,0.748510131,0.395803698,0.202540094
2164,0.798689887,0.971480191,0.241153791,0.835380495,0.746126341,0.418918919,0.203542765
2165,0.805559994,0.969157311,0.240484746,0.834618808,0.746126341,0.431365576,0.204044116
2166,0.794695638,0.968770164,0.24122813,0.83300007,0.746126341,0.448790896,0.193516023
2167,0.79022208,0.968512066,0.241822777,0.832714589,0.745729043,0.459103841,0.20120323
2168,0.778239335,0.968770164,0.241525483,0.831667117,0.746920938,0.468705548,0.198028089
2169,0.76705544,0.968899213,0.241822777,0.829858262,0.747715534,0.495376956,0.180815522
2170,0.78990254,0.969028262,0.241153791,0.829382055,0.748112833,0.488620199,0.189839562
2171,0.79102093,0.968899213,0.240633363,0.827477837,0.748510131,0.495732575,0.186163132
2172,0.019651702,0.971996387,0.312667279,0.823383921,0.748907429,0.271337127,0.288602901
2173,0.002716089,0.973544974,0.313484984,0.822336448,0.748907429,0.504267425,0.18198532
2174,0.811791021,0.970705898,0.238997978,0.819765906,0.748112833,0.502133713,0.18415779
2175,0.79086116,0.969544457,0.240782099,0.817956747,0.752483115,0.364509246,0.228442478
2176,0.777280716,0.969157311,0.239889979,0.816623794,0.68057211,0.422830725,0.208723248
2177,0.789583,0.968124919,0.239667023,0.818813797,0.724672229,0.357396871,0.232954544
2178,0.772647388,0.968124919,0.239295332,0.82043223,0.735001986,0.29943101,0.250835559
2179,0.776641636,0.968253968,0.239815641,0.823669401,0.732618196,0.248221906,0.260528047
2180,0.768812909,0.968253968,0.240559025,0.820908437,0.693285658,0.21799431,0.271724649
2181,0.818181818,0.970189702,0.238700565,0.825002354,0.671831545,0.342105263,0.379010677
2182,0.011024125,0,0.330954505,0,0.684147795,0.113798009,0
2183,0.011024125,0,0.330954505,0,0.684147795,0.113798009,0
2184,0.786068062,0.967221577,0.240038715,0.823859823,0.646801748,0.485775249,0.335561594
2185,0.772647388,0.966963479,0.240707701,0.821193917,0.645609853,0.506045519,0.330214075
2186,0.766256591,0.967350626,0.239815641,0.818623375,0.643226063,0.523470839,0.324699399
2187,0.789423231,0.967608724,0.239667023,0.817004637,0.639650377,0.532716927,0.324197926
2188,0.022048251,0.971222093,0.3127416,0.814719576,0.641239571,0.54658606,0.32386361
2189,0.017255153,0.972512582,0.313336343,0.813291564,0.645609853,0.548008535,0.331216716
2190,0.804761144,0.968641115,0.238774903,0.814719576,0.644417958,0.562233286,0.327874479
2191,0.772807158,0.967608724,0.239518287,0.815100419,0.646801748,0.570412518,0.331550725
2192,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2193,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2194,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2195,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2196,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2197,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2198,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2199,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2200,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2201,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2202,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2203,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2204,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2205,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2206,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2207,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2208,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2209,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2210,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2211,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2212,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2213,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2214,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2215,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2216,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2217,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2218,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2219,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2220,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2221,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2222,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2223,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2224,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2225,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2226,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2227,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2228,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2229,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2230,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2231,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2232,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2233,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2234,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2235,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2236,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2237,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2238,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2239,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2240,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2241,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2242,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2243,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2244,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2245,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2246,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2247,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2248,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2249,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2250,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2251,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2252,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2253,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2254,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2255,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2256,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2257,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2258,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2259,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2260,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2261,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2262,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2263,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2264,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2265,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2266,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2267,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2268,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2269,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2270,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2271,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2272,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2273,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2274,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2275,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2276,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2277,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2278,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2279,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2280,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2281,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2282,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2283,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2284,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2285,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2286,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2287,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2288,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2289,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2290,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2291,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2292,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2293,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2294,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2295,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2296,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2297,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2298,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2299,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2300,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2301,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2302,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2303,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2304,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2305,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2306,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2307,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2308,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2309,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2310,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2311,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2312,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2313,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2314,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2315,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2316,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2317,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2318,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2319,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2320,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2321,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2322,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2323,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2324,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2325,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2326,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2327,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2328,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2329,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2330,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2331,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2332,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2333,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2334,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2335,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2336,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2337,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2338,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2339,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2340,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2341,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2342,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2343,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2344,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2345,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2346,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2347,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2348,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2349,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2350,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2351,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2352,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2353,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2354,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2355,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2356,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2357,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2358,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2359,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2360,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2361,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2362,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2363,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2364,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2365,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2366,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2367,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2368,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2369,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2370,0.788304841,0.967608724,0.238403211,0.815862107,0.647596345,0.567567568,0.328877119
2371,0.794535868,0.958446251,0.22093369,0.853946469,0.686531585,0.47972973,0.273562864
2372,0.772008308,0.957671958,0.221454118,0.858707015,0.683353198,0.560810811,0.231951934
2373,0.769132449,0.957542909,0.221008029,0.859754487,0.68057211,0.575391181,0.224431794
2374,0.788943921,0.957155762,0.221528457,0.857469425,0.678188319,0.585348506,0.21991985
2375,0.777919795,0.957026713,0.221602736,0.855374785,0.680174811,0.594594595,0.218081512
2376,0.76817383,0.957284811,0.22234612,0.851280564,0.682161303,0.61913229,0.20922463
2377,0.004154018,0.962446767,0.310660178,0.848424237,0.685736988,0.625533428,0.211564165
2378,0.00031954,0.965156794,0.311626524,0.843854113,0.683353198,0.616998578,0.215742038
2379,0.798050807,0.961543425,0.218554921,0.840712306,0.68772348,0.643314367,0.205381042
2380,0.79086116,0.959478642,0.219446922,0.838712724,0.689312674,0.65398293,0.202038774
2381,0.775683016,0.958188153,0.221156765,0.838141459,0.669845054,0.667852063,0.19318183
2382,0.791979549,0.957801007,0.22093369,0.839474411,0.633690902,0.69487909,0.17931153
2383,0.768653139,0.957542909,0.220264645,0.839569775,0.585220501,0.700924609,0.176303517
2384,0.76657613,0.957026713,0.220636337,0.839474411,0.502979738,0.725106686,0.162266029
2385,0.79038185,0.956639566,0.220636337,0.839760196,0.478744537,0.72083926,0.164939849
2386,0.004473558,0.960123887,0.309768064,0.837475135,0.483114819,0.725462304,0.163602924
2387,0.021249401,0.964382501,0.31080882,0.832905011,0.505363528,0.702702703,0.165441169
2388,0.828087554,0.962575816,0.212236158,0.830048684,0.538736591,0.646514936,0.189839562
2389,0.812589871,0.95973674,0.214986619,0.832524168,0.594755662,0.599217639,0.213569507
2390,0.803003675,0.958188153,0.217291109,0.833285855,0.6340882,0.552631579,0.232954544
2391,0.776801406,0.957542909,0.218257508,0.838141459,0.656734207,0.480085349,0.27005353
2392,0.781115194,0.957284811,0.219149569,0.845377488,0.647993643,0.43314367,0.287600291
2393,0.788304841,0.95741386,0.218703539,0.849185924,0.648390942,0.49715505,0.248997314
2394,0.79181978,0.957026713,0.218406185,0.854898578,0.642431466,0.533428165,0.245989361
2395,0.789263461,0.957026713,0.219446922,0.858421534,0.637266587,0.566500711,0.232954544
2396,0.005751718,0.961156278,0.309768064,0.86137292,0.632101708,0.519559033,0.211062845
2397,0.002077009,0.964124403,0.310957461,0.863086716,0.62693683,0.612375533,0.210227301
2398,0.850295574,0.962833914,0.208667856,0.860801655,0.624553039,0.63655761,0.202540094
2399,0.824892155,0.960252936,0.213871543,0.856422257,0.624950338,0.594950213,0.230280724
2400,0.81482665,0.958317202,0.215730003,0.85270888,0.622566547,0.669630156,0.191343615
2401,0.804920914,0.958059104,0.216622123,0.848614658,0.624155741,0.673186344,0.194351628
2402,0.779837035,0.956768615,0.216919417,0.842045258,0.624155741,0.677098151,0.195187203
2403,0.772807158,0.956768615,0.217365507,0.836618084,0.630115217,0.679943101,0.195354299
2404,0.771528998,0.957026713,0.218331847,0.836046819,0.62693683,0.69487909,0.183656408
2405,0.783511743,0.956768615,0.218406185,0.836808506,0.621771951,0.688122333,0.177974605
2406,0.787825531,0.956510517,0.217439845,0.837665557,0.61223679,0.68029872,0.173128376
2407,0.02316664,0.960252936,0.310437128,0.838331881,0.613428685,0.670341394,0.169117661
2408,0.025243649,0.963737256,0.311849575,0.836332604,0.627731426,0.632645804,0.177473254
2409,0.932097779,0.962833914,0.195212608,0.831095852,0.630512515,0.624466572,0.167780766
2410,0.846780636,0.959607691,0.206214749,0.827382779,0.632101708,0.613086771,0.165441169
2411,0.831123183,0.958059104,0.210006007,0.827954044,0.626142233,0.594594595,0.170955907
2412,0.784789903,0.957026713,0.212756467,0.830524586,0.624950338,0.573257468,0.176804807
2413,0.774404857,0.956897664,0.214838002,0.834237964,0.660309893,0.534495021,0.195521365
2414,0.777440486,0.956768615,0.215358311,0.837284713,0.696861343,0.485064011,0.215909135
2415,0.79006231,0.956897664,0.215507047,0.838998509,0.705601907,0.445590327,0.222259324
2416,0.764179581,0.956768615,0.216027357,0.841664415,0.675407231,0.438477952,0.223094929
2417,0.02380572,0.961156278,0.309991115,0.844425379,0.661501788,0.451991465,0.213903731
2418,0.02268733,0.964640599,0.311329153,0.845187066,0.654747716,0.488975818,0.190340944
2419,0.811151941,0.961285327,0.215209694,0.849090865,0.646801748,0.485064011,0.196356971
2420,0.797891037,0.958962447,0.216696461,0.85061424,0.646007151,0.489331437,0.197860962
